PARID,Address
0015S00136000000,"806 ESTELLA AVE, PITTSBURGH, PA 15210"
0004J00196000000,No primary address specified
0015S00189000000,"835 ELDORA PL, PITTSBURGH, PA 15210"
0015S00192000000,"827 ELDORA PL, PITTSBURGH, PA 15210"
0015S00193000000,"825 ELDORA PL, PITTSBURGH, PA 15210"
0015S00141000000,"814 ESTELLA AVE, PITTSBURGH, PA 15210"
0034G00074000000,"406 TIMBERLAND AVE, PITTSBURGH, PA 15226"
0034G00076000000,"402 TIMBERLAND AVE, PITTSBURGH, PA 15226"
0034D00014000000,No primary address specified
0015M00297000000,"306 CHALFONT ST, PITTSBURGH, PA 15210"
0015S00157000000,"842 ESTELLA AVE, PITTSBURGH, PA 15210"
0015S00159000000,No primary address specified
0004P00304000000,"222 KRAMER WAY, PITTSBURGH, PA 15211"
0004R00084000000,"124 TUSCOLA ST, PITTSBURGH, PA 15211"
0007P00017000000,No primary address specified
0004N00137000000,No primary address specified
0004P00079000000,"459 NORTON ST, PITTSBURGH, PA 15211"
0005C00095000000,"444 ONEIDA ST, PITTSBURGH, PA 15211"
0006C00043000000,"1523 W CARSON ST, PITTSBURGH, PA 15219"
0004N00170000000,"26 MARNE WAY, PITTSBURGH, PA 15211"
0007P00032000000,"1730 W CARSON ST, PITTSBURGH, PA 15219"
0016P00086000000,"1319 BELASCO AVE, PITTSBURGH, PA 15216"
0016G00120000000,"310 LOWENHILL ST, PITTSBURGH, PA 15216"
0016L00215000000,"322 CRANE AVE, PITTSBURGH, PA 15216"
0015B00009000000,"244 SOUTHERN AVE, PITTSBURGH, PA 15211"
0015B00196000000,"247 LELIA ST, PITTSBURGH, PA 15211"
0015C00165000000,No primary address specified
0016P00209000000,"1339 METHYL ST, PITTSBURGH, PA 15216"
0016P00210000000,"1337 METHYL ST, PITTSBURGH, PA 15216"
0016P00167000000,No primary address specified
0015C00177000000,"352 ALBERT ST, PITTSBURGH, PA 15211"
0062H00065000000,"2066 PIONEER AVE, PITTSBURGH, PA 15226"
0062E00208000000,"2511 WENZELL AVE, PITTSBURGH, PA 15216"
0062K00298000000,"2516 PLAINVIEW AVE, PITTSBURGH, PA 15226"
0062K00283000000,"2558 PLAINVIEW AVE, PITTSBURGH, PA 15226"
0062L00030000000,"2463 WOODWARD AVE, PITTSBURGH, PA 15226"
0035P00155000000,"304 LONERGAN ST, PITTSBURGH, PA 15216"
0035S00267000000,"1904 WOODWARD AVE, PITTSBURGH, PA 15226"
0062D00132000000,"216 CAPITAL AVE, PITTSBURGH, PA 15226"
0062G00301000000,"2316 PIONEER AVE, PITTSBURGH, PA 15226"
0019B00210000000,No primary address specified
0019C00275000000,"757 STEUBEN ST, PITTSBURGH, PA 15220"
0005L00110000000,"921 SAW MILL RUN BLVD, PITTSBURGH, PA 15220"
0019C00321000000,"227 STEUBEN ST, PITTSBURGH, PA 15220"
0019G00304000000,"508 LOVELACE ST, PITTSBURGH, PA 15220"
0019R00035000000,"1159 MCCARTNEY ST, PITTSBURGH, PA 15220"
0019R00042000000,"1145 MCCARTNEY ST, PITTSBURGH, PA 15220"
0016F00132000000,"995 SHADYCREST RD, PITTSBURGH, PA 15216"
0019C00292000000,"719 STEUBEN ST, PITTSBURGH, PA 15220"
0019B00127000000,"1016 WYMORE ST, PITTSBURGH, PA 15220"
0062A00070000000,"2729 SHIRAS AVE, PITTSBURGH, PA 15216"
0062B00058000000,"2131 VODELI ST, PITTSBURGH, PA 15216"
0062G00202000000,"2136 PLAINVIEW AVE, PITTSBURGH, PA 15226"
0062B00052000000,"2211 VODELI ST, PITTSBURGH, PA 15216"
0062E00020000000,"2276 WENZELL AVE, PITTSBURGH, PA 15216"
0062K00200000000,"136 BODKIN ST, PITTSBURGH, PA 15226"
0062F00006000000,"2336 VODELI ST, PITTSBURGH, PA 15216"
0062D00319000000,"1937 PLAINVIEW AVE, PITTSBURGH, PA 15226"
0062G00156000000,No primary address specified
0019B00068000000,"8 ELBON ST, PITTSBURGH, PA 15220"
0019C00184000000,"211 AMHERST ST, PITTSBURGH, PA 15220"
0019D00202000000,"195 STEUBEN ST, PITTSBURGH, PA 15220"
0018H00002000000,No primary address specified
0019B00067000000,No primary address specified
0019C00121000000,"716 LINHART ST, PITTSBURGH, PA 15220"
0019H00186000000,"29 NOBLESTOWN RD, PITTSBURGH, PA 15220"
0019B00096000000,"901 NEIDEL ST, PITTSBURGH, PA 15220"
0019B00023000000,"904 STEUBEN ST, PITTSBURGH, PA 15220"
0019D00077000000,No primary address specified
0019M00096000000,"400 GREENTREE RD, PITTSBURGH, PA 15220"
0018G00168000000,"714 HESTOR DR, PITTSBURGH, PA 15220"
0019C00053000000,"811 FURLEY ST, PITTSBURGH, PA 15220"
0019D00017000100,"211 ATTICA ST, PITTSBURGH, PA 15220"
0019D00027000000,No primary address specified
0019G00010000000,"609 HERSCHEL ST, PITTSBURGH, PA 15220"
0019M00079000000,"138 WABASH ST, PITTSBURGH, PA 15220"
0019B00311000000,"1201 ARNOLD ST, PITTSBURGH, PA 15220"
0019F00045000000,"733 WYMORE ST, PITTSBURGH, PA 15220"
0019H00045000000,"726 KERR ST, PITTSBURGH, PA 15220"
0007N00125000000,"236 ELLIOTT ST, PITTSBURGH, PA 15220"
0097D00118000000,"903 BROOKLINE BLVD, PITTSBURGH, PA 15226"
0096F00010000000,"1254 BROOKLINE BLVD, PITTSBURGH, PA 15226"
0097G00144000000,"844 FORDHAM AVE, PITTSBURGH, PA 15226"
0035M00275000000,"1761 WEST LIBERTY AVE, PITTSBURGH, PA 15226"
0035B00113000000,No primary address specified
0035N00165000000,"2008 BROADWAY AVE, PITTSBURGH, PA 15216"
0035N00162000000,"2010 BROADWAY AVE, PITTSBURGH, PA 15216"
0034N00077000000,"1844 PIONEER AVE, PITTSBURGH, PA 15226"
0035C00012000000,"1518 FALLOWFIELD AVE, PITTSBURGH, PA 15216"
0035H00237000000,"1703 SUBURBAN AVE, PITTSBURGH, PA 15216"
0035B00074000000,"1511 BELASCO AVE, PITTSBURGH, PA 15216"
0035H00203000000,"1637 SUBURBAN AVE, PITTSBURGH, PA 15216"
0035D00117000000,"1506 ORANGEWOOD AVE, PITTSBURGH, PA 15216"
0062L00210000000,"2437 PIONEER AVE, PITTSBURGH, PA 15226"
0035L00063000000,"1812 FALLOWFIELD AVE, PITTSBURGH, PA 15216"
0062R00149000000,"521 BROOKLINE BLVD, PITTSBURGH, PA 15226"
0096K00217000000,"1605 CREEDMOOR AVE, PITTSBURGH, PA 15226"
0042G00039000000,No primary address specified
0042M00191000000,No primary address specified
0042S00016000000,"2791 BERGMAN ST, PITTSBURGH, PA 15204"
0042H00043000000,"3060 MERWYN AVE, PITTSBURGH, PA 15204"
0042S00021000000,No primary address specified
0042K00108000000,"916 FAIRDALE ST, PITTSBURGH, PA 15204"
0042N00154000000,"3148 HUXLEY ST, PITTSBURGH, PA 15204"
0042J00116000000,"1216 STANHOPE ST, PITTSBURGH, PA 15204"
0042N00096000000,"1221 FAULKNER ST, PITTSBURGH, PA 15204"
0042N00100000000,"1227 FAULKNER ST, PITTSBURGH, PA 15204"
0042N00112000000,"3200 CHARTIERS AVE, PITTSBURGH, PA 15204"
0042G00121000000,"540 PARSON ST, PITTSBURGH, PA 15204"
0042G00124000000,"3304 MOTOR ST, PITTSBURGH, PA 15204"
0042H00090000000,"3218 STAFFORD ST, PITTSBURGH, PA 15204"
0042H00093000000,"3216 STAFFORD ST, PITTSBURGH, PA 15204"
0035E00086000000,"1603 CANTON AVE, PITTSBURGH, PA 15216"
0042S00319000000,"2767 MERWYN AVE, PITTSBURGH, PA 15204"
0042D00322000000,"7 JOSLYN ST, PITTSBURGH, PA 15204"
0042G00088000000,No primary address specified
0042H00065000000,No primary address specified
0042G00074000000,"3241 STAFFORD ST, PITTSBURGH, PA 15204"
0042P00192000000,"3117 CHARTIERS AVE, PITTSBURGH, PA 15204"
0042P00199000000,"1203 ADON ST, PITTSBURGH, PA 15204"
0035B00153000000,No primary address specified
0035C00113000000,"736 SEBRING AVE, PITTSBURGH, PA 15216"
0016S00209000000,"1305 LETTIE HILL ST, PITTSBURGH, PA 15216"
0035K00017000000,"1900 BROADWAY AVE, PITTSBURGH, PA 15216"
0035J00093000000,"207 COAST AVE, PITTSBURGH, PA 15216"
0035G00018000000,No primary address specified
0035J00092000000,"209 COAST AVE, PITTSBURGH, PA 15216"
0042C00010000000,"429 PARSON ST, PITTSBURGH, PA 15204"
0042S00255000000,No primary address specified
0042M00109000000,"2906 GLEN MAWR ST, PITTSBURGH, PA 15204"
0042K00010000000,"1000 FAIRDALE ST, PITTSBURGH, PA 15204"
0042G00268000000,No primary address specified
0042G00275000000,"3259 MOTOR ST, PITTSBURGH, PA 15204"
0042P00007000000,"1017 FAIRDALE ST, PITTSBURGH, PA 15204"
0042R00156000000,"2853 CHARTIERS AVE, PITTSBURGH, PA 15204"
0041H00199000000,"809 DUBOIS ST, PITTSBURGH, PA 15204"
0042S00243000000,"513 HAMMOND ST, PITTSBURGH, PA 15204"
0042D00195000000,"115 SAGINAW ST, PITTSBURGH, PA 15204"
0042P00059000000,"1103 SUTHERLAND ST, PITTSBURGH, PA 15204"
0042G00348000000,"3213 ASHLYN ST, PITTSBURGH, PA 15204"
0042H00293000000,"3133 BRUNOT AVE, PITTSBURGH, PA 15204"
0042J00328000000,No primary address specified
0041D00038000000,"725 MUNICIPAL ST, PITTSBURGH, PA 15204"
0041H00195000000,"801 DUBOIS ST, PITTSBURGH, PA 15204"
0041H00196000000,"803 DUBOIS ST, PITTSBURGH, PA 15204"
0042N00023000000,"1219 TWEED ST, PITTSBURGH, PA 15204"
0042P00055000000,"3120 UNIVERSAL ST, PITTSBURGH, PA 15204"
0042M00081000000,"2953 GLEN MAWR ST, PITTSBURGH, PA 15204"
0042H00273000000,"3017 BRUNOT AVE, PITTSBURGH, PA 15204"
0042R00230000000,"933 CHETOPA ST, PITTSBURGH, PA 15204"
0042S00268000000,"2747 GLEN MAWR ST, PITTSBURGH, PA 15204"
0042C00137000000,No primary address specified
0042M00031000000,"2922 ZEPHYR AVE, PITTSBURGH, PA 15204"
0042L00020000000,No primary address specified
0042L00027000000,No primary address specified
0042L00303000000,"3016 ASHLYN ST, PITTSBURGH, PA 15204"
0042N00266000000,"1310 PRITCHARD ST, PITTSBURGH, PA 15204"
0042S00176000000,No primary address specified
0042N00236000000,No primary address specified
0042J00205000000,"1111 STANHOPE ST, PITTSBURGH, PA 15204"
0042H00138000000,"336 MINTON ST, PITTSBURGH, PA 15204"
0042L00041000000,"3013 ZEPHYR AVE, PITTSBURGH, PA 15204"
0042D00039000000,No primary address specified
0042M00016000000,"533 SHERWOOD AVE, PITTSBURGH, PA 15204"
0042N00262000000,No primary address specified
0042S00117000000,No primary address specified
0042S00122000000,"2764 BERGMAN ST, PITTSBURGH, PA 15204"
0042C00208000000,"409 TABOR ST, PITTSBURGH, PA 15204"
0063B00135000000,No primary address specified
0042S00126000000,No primary address specified
0042E00094000000,No primary address specified
0042S00088000000,No primary address specified
0042S00091000000,No primary address specified
0042M00228000000,"2954 MERWYN AVE, PITTSBURGH, PA 15204"
0042M00229000000,"2956 MERWYN AVE, PITTSBURGH, PA 15204"
0042N00177000000,"1204 SUTHERLAND ST, PITTSBURGH, PA 15204"
0042C00174000000,No primary address specified
0041A00174000000,"1403 TYNDALL ST, PITTSBURGH, PA 15204"
0042E00065000000,"3444 UNIVERSAL ST, PITTSBURGH, PA 15204"
0042G00190000000,"3253 ASHLYN ST, PITTSBURGH, PA 15204"
0042H00143000000,"2961 SACRAMENTO AVE, PITTSBURGH, PA 15204"
0042H00214000000,"3126 SACRAMENTO AVE, PITTSBURGH, PA 15204"
0042M00056000000,"3014 ZEPHYR AVE, PITTSBURGH, PA 15204"
0042L00045000000,No primary address specified
0024K00003000000,No primary address specified
0024E00285000000,"820 VISTA ST, PITTSBURGH, PA 15212"
0024F00037000000,No primary address specified
0007D00132000000,"934 WESTERN AVE, PITTSBURGH, PA 15233"
0024J00459000000,"841 PERALTA ST, PITTSBURGH, PA 15212"
0024J00247000000,"816 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0022S00187000000,"1112 GALVESTON AVE, PITTSBURGH, PA 15233"
0024J00251000A00,No primary address specified
0024J00454000000,No primary address specified
0024J00457000000,"837 PERALTA ST, PITTSBURGH, PA 15212"
0023L00234000000,"1208 LORAINE ST, PITTSBURGH, PA 15212"
0024E00199000000,"861 VISTA ST, PITTSBURGH, PA 15212"
0024E00204000000,No primary address specified
0023L00213000000,"1311 SANDUSKY ST, PITTSBURGH, PA 15212"
0023S00238000000,"708 CEDAR AVE, PITTSBURGH, PA 15212"
0023S00239000000,"706 CEDAR AVE, PITTSBURGH, PA 15212"
0024E00257000000,No primary address specified
0024E00185000000,"835 VISTA ST, PITTSBURGH, PA 15212"
0024J00370000000,"853 LOVITT WAY, PITTSBURGH, PA 15212"
0022K00342000000,"1307 N FRANKLIN ST, PITTSBURGH, PA 15233"
0022L00193000000,"1513 ALLEGHENY AVE, PITTSBURGH, PA 15233"
0007B00141000000,"914 MANHATTAN ST, PITTSBURGH, PA 15233"
0007H00033000000,"1012 RIDGE AVE, PITTSBURGH, PA 15233"
0022E00342000000,"1416 NIXON ST, PITTSBURGH, PA 15233"
0022F00283000000,"1307 COLUMBUS AVE, PITTSBURGH, PA 15233"
0022E00280000000,"1438 ADAMS ST, PITTSBURGH, PA 15233"
0022F00153000000,"1301 ADAMS ST, PITTSBURGH, PA 15233"
0022F00155000000,"1817 FULTON ST, PITTSBURGH, PA 15233"
0022F00156000000,"1815 FULTON ST, PITTSBURGH, PA 15233"
0022E00324000000,"1442 NIXON ST, PITTSBURGH, PA 15233"
0022K00011000000,"1409 COLUMBUS AVE, PITTSBURGH, PA 15233"
0022F00140000000,"1324 WARNER ST, PITTSBURGH, PA 15233"
0022L00205000000,No primary address specified
0022L00206000000,No primary address specified
0022L00207000000,No primary address specified
0022P00083000000,"1426 CHATEAU ST, PITTSBURGH, PA 15233"
0022P00089000000,"1418 CHATEAU ST, PITTSBURGH, PA 15233"
0071H00096000000,"3505 CHARTIERS AVE, PITTSBURGH, PA 15204"
0071M00088000000,"3518 OLTMAN ST, PITTSBURGH, PA 15204"
0022E00311000000,"1446 BELDALE ST, PITTSBURGH, PA 15233"
0022F00252000000,"1402 COLUMBUS AVE, PITTSBURGH, PA 15233"
0024E00152000000,"836 CONCORD ST, PITTSBURGH, PA 15212"
0024F00158000000,"1040 SPRING GARDEN AVE, PITTSBURGH, PA 15212"
0023J00208000000,"522 N TAYLOR AVE, PITTSBURGH, PA 15212"
0024K00221000000,"804 CONSTANCE ST, PITTSBURGH, PA 15212"
0045P00091000000,"1223 ISLAND AVE, PITTSBURGH, PA 15212"
0023L00157000000,"1215 BOYLE ST, PITTSBURGH, PA 15212"
0024J00319000000,"833 EAGLE WAY, PITTSBURGH, PA 15212"
0023M00088000000,"1212 JAMES ST, PITTSBURGH, PA 15212"
0024F00147000000,"1026 SALTER WAY, PITTSBURGH, PA 15212"
0023J00224000000,"424 N TAYLOR AVE, PITTSBURGH, PA 15212"
0024F00081000000,"1013 SALTER WAY, PITTSBURGH, PA 15212"
0022R00054000000,"1315 ALLEGHENY AVE, PITTSBURGH, PA 15233"
0024K00037000000,"868 PHINEAS ST, PITTSBURGH, PA 15212"
0022P00237000A00,"1447 STEDMAN ST, PITTSBURGH, PA 15233"
0020R00090000100,"921 CHARTIERS AVE, PITTSBURGH, PA 15220"
0020R00092000000,No primary address specified
0022F00102000000,"1410 ADAMS ST, PITTSBURGH, PA 15233"
0021J00030000000,"328 HAMMOND ST, PITTSBURGH, PA 15204"
0022K00149000000,"1617 MANHATTAN ST, PITTSBURGH, PA 15233"
0070D00105000000,"3234 FARONIA ST, PITTSBURGH, PA 15204"
0022L00105000000,"1222 N FRANKLIN ST, PITTSBURGH, PA 15233"
0022F00085000000,"1908 MANHATTAN ST, PITTSBURGH, PA 15233"
0022F00087000000,"1912 MANHATTAN ST, PITTSBURGH, PA 15233"
0022P00202000000,"1448 STEDMAN ST, PITTSBURGH, PA 15233"
0022B00132000000,No primary address specified
0022B00135000000,No primary address specified
0022F00115000000,"1417 ADAMS ST, PITTSBURGH, PA 15233"
0022F00119000000,"1406 WARNER ST, PITTSBURGH, PA 15233"
0022K00270000000,"1609 MANHATTAN ST, PITTSBURGH, PA 15233"
0022K00271000000,"1607 MANHATTAN ST, PITTSBURGH, PA 15233"
0070D00118000000,"3200 FARONIA ST, PITTSBURGH, PA 15204"
0022K00272000000,No primary address specified
0022F00284000000,"1305 COLUMBUS AVE, PITTSBURGH, PA 15233"
0007C00018000000,"1219 W NORTH AVE, PITTSBURGH, PA 15233"
0007C00018000A00,"1221 W NORTH AVE, PITTSBURGH, PA 15233"
0022K00075000000,"1314 JUNIATA ST, PITTSBURGH, PA 15233"
0022K00076000000,"1316 JUNIATA ST, PITTSBURGH, PA 15233"
0022K00077000000,"1318 JUNIATA ST, PITTSBURGH, PA 15233"
0022K00398000000,"1516 CHATEAU ST, PITTSBURGH, PA 15233"
0007C00019000000,"1217 W NORTH AVE, PITTSBURGH, PA 15233"
0007C00019000A00,"1215 W NORTH AVE, PITTSBURGH, PA 15233"
0071G00208000000,"3641 HARLOW PL, PITTSBURGH, PA 15204"
0007D00011000000,"1012 ABDELL ST, PITTSBURGH, PA 15233"
0022K00391000000,No primary address specified
0022F00066000000,"1326 ADAMS ST, PITTSBURGH, PA 15233"
0007B00223000000,No primary address specified
0022P00280000000,No primary address specified
0071S00135000000,"1416 SWANTEK ST, PITTSBURGH, PA 15204"
0007C00147000000,"1243 PAGE ST, PITTSBURGH, PA 15233"
0022B00046000000,"1225 SUCCESS ST, PITTSBURGH, PA 15212"
0022F00073000000,"1328 ADAMS ST, PITTSBURGH, PA 15233"
0022L00226000000,"1122 LIVERPOOL ST, PITTSBURGH, PA 15233"
0007D00010000000,"1014 ABDELL ST, PITTSBURGH, PA 15233"
0022B00064000000,"1219 COLFAX ST, PITTSBURGH, PA 15212"
0007B00152000000,"1337 PAGE ST, PITTSBURGH, PA 15233"
0022C00083000000,"1934 SEDGWICK ST, PITTSBURGH, PA 15212"
0022F00063000A00,"1320 ADAMS ST, PITTSBURGH, PA 15233"
0022E00343000000,"1414 NIXON ST, PITTSBURGH, PA 15233"
0035E00158000000,"849 COAST AVE, PITTSBURGH, PA 15216"
0019S00008000000,"318 JUNIUS ST, PITTSBURGH, PA 15220"
0019S00010000000,"322 JUNIUS ST, PITTSBURGH, PA 15220"
0020K00028000000,"1225 CHARTIERS AVE, PITTSBURGH, PA 15220"
0020M00128000000,"904 VALONIA ST, PITTSBURGH, PA 15220"
0019R00104000000,"225 KEARNS ST, PITTSBURGH, PA 15220"
0035J00020000000,"2215 DENLIN ST, PITTSBURGH, PA 15216"
0020L00167000000,"1013 VALONIA ST, PITTSBURGH, PA 15220"
0020M00195000000,"304 LORENZ AVE, PITTSBURGH, PA 15220"
0036P00058000000,"2898 BANKSVILLE AVE, PITTSBURGH, PA 15216"
0020R00009000000,"726 BUCYRUS ST, PITTSBURGH, PA 15220"
0020R00011000000,"730 BUCYRUS ST, PITTSBURGH, PA 15220"
0020M00112000000,"915 ELKTON ST, PITTSBURGH, PA 15220"
0020R00197000000,No primary address specified
0020R00208000000,"900 WILHELM ST, PITTSBURGH, PA 15220"
0021N00173000000,"2735 STAFFORD ST, PITTSBURGH, PA 15204"
0020M00078000000,"920 ELKTON ST, PITTSBURGH, PA 15220"
0020R00152000000,"13 AINSWORTH ST, PITTSBURGH, PA 15220"
0020R00157000000,"723 LORENZ AVE, PITTSBURGH, PA 15220"
0020A00106000000,"1461 CHARTIERS AVE, PITTSBURGH, PA 15220"
0036S00115000000,"2524 DALEMOUNT ST, PITTSBURGH, PA 15216"
0020R00169000000,"917 GIBSON ST, PITTSBURGH, PA 15220"
0020L00252000000,"1038 LAKEWOOD ST, PITTSBURGH, PA 15220"
0020S00110000000,"207 HERNDON ST, PITTSBURGH, PA 15220"
0020F00262000000,"1318 CHARTIERS AVE, PITTSBURGH, PA 15220"
0020L00262000000,No primary address specified
0020L00264000000,"1014 LAKEWOOD ST, PITTSBURGH, PA 15220"
0020R00131000000,"735 LORENZ AVE, PITTSBURGH, PA 15220"
0020S00085000000,No primary address specified
0020S00086000000,"302 FAIRVIEW AVE, PITTSBURGH, PA 15220"
0023G00060000000,"1413 BOYLE ST, PITTSBURGH, PA 15212"
0023H00275000000,"67 FOUNTAIN ST, PITTSBURGH, PA 15212"
0045S00130000000,"551 CHAUTAUQUA ST, PITTSBURGH, PA 15214"
0046N00065000000,No primary address specified
0046P00057000000,"200 LANGLEY AVE, PITTSBURGH, PA 15214"
0045S00104000000,"628 CHAUTAUQUA ST, PITTSBURGH, PA 15214"
0046P00025000000,No primary address specified
0023C00103000000,"216 BELLEAU ST, PITTSBURGH, PA 15214"
0023G00041000A00,"13 MCCRORY WAY, PITTSBURGH, PA 15212"
0023D00185000000,"5 CARRIE ST, PITTSBURGH, PA 15212"
0023E00204000000,"407 ARMANDALE ST, PITTSBURGH, PA 15212"
0023F00251000000,"245 CARRINGTON ST, PITTSBURGH, PA 15212"
0023C00159000000,"1708 MEADVILLE ST, PITTSBURGH, PA 15214"
0020F00122000000,"114 STEM ST, PITTSBURGH, PA 15220"
0020R00078000000,"804 LORENZ AVE, PITTSBURGH, PA 15220"
0023E00375000000,No primary address specified
0021J00020000000,"2762 STAFFORD ST, PITTSBURGH, PA 15204"
0023A00177000000,"1917 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0023D00114000000,No primary address specified
0023D00115000000,"8 CARRIE ST, PITTSBURGH, PA 15212"
0046N00364000000,"609 RIDGEWOOD ST, PITTSBURGH, PA 15214"
0023G00302000000,"1534 FEDERAL ST, PITTSBURGH, PA 15212"
0023G00305000000,"1532 FEDERAL ST, PITTSBURGH, PA 15212"
0023E00366000000,"1720 BRIGHTON RD, PITTSBURGH, PA 15212"
0021E00066000000,"2821 W CARSON ST, PITTSBURGH, PA 15204"
0023F00221000000,"208 ALPINE AVE, PITTSBURGH, PA 15212"
0023F00403000000,"106 SAMPSONIA WAY, PITTSBURGH, PA 15212"
0021N00026000000,No primary address specified
0021N00045000000,"2713 MERWYN AVE, PITTSBURGH, PA 15204"
0046N00312000000,"1948 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0021E00088000000,"1007 POWELL AVE, PITTSBURGH, PA 15204"
0046N00243000000,"2112 WILSON AVE, PITTSBURGH, PA 15214"
0046N00253000000,No primary address specified
0046N00257000000,No primary address specified
0115H00051000000,"3820 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0077H00200000000,"101 HAZLETT ST, PITTSBURGH, PA 15214"
0046N00233000000,"2132 WILSON AVE, PITTSBURGH, PA 15214"
0023B00244000000,"6 LETSCHE ST, PITTSBURGH, PA 15214"
0023D00108000000,"6 EDENVALE ST, PITTSBURGH, PA 15212"
0116J00091000000,"333 DUNLAP ST, PITTSBURGH, PA 15214"
0115D00206000000,"3836 BAYTREE ST, PITTSBURGH, PA 15214"
0077G00167000000,"139 CHICAGO ST, PITTSBURGH, PA 15214"
0023B00202000000,"1685 PERRYSVILLE AVE, PITTSBURGH, PA 15212"
0023D00084000000,"69 EDENVALE ST, PITTSBURGH, PA 15212"
0023D00091000000,"1733 WARREN ST, PITTSBURGH, PA 15212"
0022G00158000A00,"961 KIRKBRIDE ST, PITTSBURGH, PA 15212"
0023E00321000000,"714 ARMANDALE ST, PITTSBURGH, PA 15212"
0023E00322000000,"712 ARMANDALE ST, PITTSBURGH, PA 15212"
0077S00123000000,No primary address specified
0046N00286000000,"18 DIVINITY ST, PITTSBURGH, PA 15214"
0023G00197000000,"1423 PORTERFIELD ST, PITTSBURGH, PA 15212"
0077K00145000000,"104 MILROY ST, PITTSBURGH, PA 15214"
0023F00180000000,"108 CARRINGTON ST, PITTSBURGH, PA 15212"
0022D00036000000,"1927 BRIGHTON RD, PITTSBURGH, PA 15212"
0023H00313000000,"117 FOUNTAIN ST, PITTSBURGH, PA 15212"
0023E00299000000,"719 ARMANDALE ST, PITTSBURGH, PA 15212"
0023F00175000000,"115 E JEFFERSON ST, PITTSBURGH, PA 15212"
0023A00098000000,"22 NORMAN ST, PITTSBURGH, PA 15214"
0023A00102000000,"34 NORMAN ST, PITTSBURGH, PA 15214"
0023G00144000000,"1435 SANDUSKY ST, PITTSBURGH, PA 15212"
0023B00135000000,No primary address specified
0022D00130000000,No primary address specified
0023C00208000000,"1623 LANARK ST, PITTSBURGH, PA 15214"
0023K00012000000,"319 JACKSONIA ST, PITTSBURGH, PA 15212"
0046N00145000000,No primary address specified
0046N00146000000,No primary address specified
0046N00150000000,"2146 HOLYOKE ST, PITTSBURGH, PA 15214"
0046N00202000000,No primary address specified
0023B00054000000,"1909 LITHGOW AVE, PITTSBURGH, PA 15214"
0023H00341000000,"1509 COMPROMISE ST, PITTSBURGH, PA 15212"
0023G00083000000,No primary address specified
0046N00197000000,"2117 WILSON AVE, PITTSBURGH, PA 15214"
0046N00138000000,"2131 HOLYOKE ST, PITTSBURGH, PA 15214"
0046N00144000000,No primary address specified
0045S00135000000,"611 CHAUTAUQUA ST, PITTSBURGH, PA 15214"
0022G00070000000,No primary address specified
0077N00102000000,"241 KENNEDY AVE, PITTSBURGH, PA 15214"
0077N00103000000,"243 KENNEDY AVE, PITTSBURGH, PA 15214"
0077N00104000000,"247 KENNEDY AVE, PITTSBURGH, PA 15214"
0077N00105000000,No primary address specified
0077N00341000000,"2660 NORWOOD AVE, PITTSBURGH, PA 15214"
0077N00342000000,No primary address specified
0077F00191000000,"54 TRETOW ST, PITTSBURGH, PA 15214"
0077P00314000000,No primary address specified
0077P00316000000,No primary address specified
0077P00322000000,"2655 ELLIS ST, PITTSBURGH, PA 15214"
0078L00217000000,"2833 MOUNT TROY RD, PITTSBURGH, PA 15212"
0077P00048000000,No primary address specified
0077P00377000000,"233 KENNEDY AVE, PITTSBURGH, PA 15214"
0077B00213000000,"96 WATSON BLVD, PITTSBURGH, PA 15214"
0047L00165000000,"1450 DAMAS ST, PITTSBURGH, PA 15212"
0115B00272000000,"3935 OAKDALE ST, PITTSBURGH, PA 15214"
0077B00212000000,"98 WATSON BLVD, PITTSBURGH, PA 15214"
0115B00290000000,No primary address specified
0115D00093000002,"3936 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0047L00153000000,"1916 BADER ST, PITTSBURGH, PA 15212"
0077P00372000000,"221 KENNEDY AVE, PITTSBURGH, PA 15214"
0077P00374000000,No primary address specified
0115H00323000000,No primary address specified
0077N00359000000,No primary address specified
0077P00005000000,"228 KENNEDY AVE, PITTSBURGH, PA 15214"
0077P00348000000,No primary address specified
0116E00129000000,"3774 EAST ST, PITTSBURGH, PA 15214"
0077P00190000000,"2719 VETERAN ST, PITTSBURGH, PA 15214"
0116J00284000000,"216 VENTURE ST, PITTSBURGH, PA 15214"
0115D00290000000,"20 MAIRDALE AVE, PITTSBURGH, PA 15214"
0115D00251000000,"3949 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0116J00277000000,No primary address specified
0116J00233000000,"3612 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0077M00001000000,No primary address specified
0077N00321000000,"115 HAWKINS AVE, PITTSBURGH, PA 15214"
0077P00251000000,"2651 PERRYSVILLE AVE, PITTSBURGH, PA 15214"
0077P00258000000,No primary address specified
0077P00210000000,No primary address specified
0115B00167000000,"516 DALTON AVE, PITTSBURGH, PA 15214"
0077N00227000000,"2701 LELAND ST, PITTSBURGH, PA 15214"
0077P00171000000,"2648 VETERAN ST, PITTSBURGH, PA 15214"
